event_id,date,fighter_1,fighter_2,odds_1,odds_2,n_books,url
5bdcbd8dd681a257,2024-10-12,Cj Vergara,Ramazan Temirov,250,-324,6,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Jonathan Pearce,Pat Sabatini,-178,149,6,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Abdul Razak Alhassan,Josh Fremd,-165,140,1,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Niko Price,Themba Gorimbo,242,-307,6,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Junior Tafa,Sean Sharaf,-240,196,6,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Chris Barnett,Junior Tafa,300,-400,1,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Cory McKenna,Julia Polastri,-110,-110,5,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Cody Haddon,Daniel Argueta,-162,131,6,/events/ufc-3500
5bdcbd8dd681a257,2024-10-12,Clayton Carpenter,Lucas Rocha,-247,190,6,/events/ufc-3500
3ab0df1ddd5f1dc2,2024-11-02,Amir Albazi,Brandon Moreno,141,-172,6,/events/ufc-fight-night-3436
3ab0df1ddd5f1dc2,2024-11-02,Erin Blanchfield,Rose Namajunas,-155,130,6,/events/ufc-fight-night-3436
3ab0df1ddd5f1dc2,2024-11-02,Brendson Ribeiro,Caio Machado,149,-185,6,/events/ufc-fight-night-3436
3ab0df1ddd5f1dc2,2024-11-02,Ariane da Silva,Jasmine Jasudavicius,189,-245,4,/events/ufc-fight-night-3436
3ab0df1ddd5f1dc2,2024-11-02,Ariane Lipski,Jasmine Jasudavicius,192,-232,2,/events/ufc-fight-night-3436
3ab0df1ddd5f1dc2,2024-11-02,Dustin Stoltzfus,Marc-Andre Barriault,217,-265,6,/events/ufc-fight-night-3436
3ab0df1ddd5f1dc2,2024-11-02,Mike Malott,Trevin Giles,-375,292,6,/events/ufc-fight-night-3436
585f9ffdb0cd0466,2024-11-09,Carlos Prates,Neil Magny,-800,550,6,/events/ufc-3537
585f9ffdb0cd0466,2024-11-09,Gerald Meerschaert,Reinier de Ridder,250,-334,6,/events/ufc-3537
585f9ffdb0cd0466,2024-11-09,Cortavious Romious,Gaston Bolanos,-250,199,6,/events/ufc-3537
585f9ffdb0cd0466,2024-11-09,Gillian Robertson,Luana Pinheiro,-452,350,6,/events/ufc-3537
585f9ffdb0cd0466,2024-11-09,Dusko Todorovic,Mansur Abdul-Malik,370,-492,6,/events/ufc-3537
585f9ffdb0cd0466,2024-11-09,Benardo Sopaj,Ricky Turcios,-375,285,1,/events/ufc-3537
daff32bc96d1eabf,2024-11-16,Jon Jones,Stipe Miocic,-550,405,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Charles Oliveira,Michael Chandler,-257,205,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Bo Nickal,Paul Craig,-1202,712,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Karine Silva,Viviane Araujo,-305,240,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,James Llontop,Mauricio Ruffy,645,-1000,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Jonathan Martinez,Marcus McGhee,-102,-116,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Chris Weidman,Eryk Anders,-105,-116,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Damon Jackson,Jim Miller,-231,187,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,David Onama,Roberto Romero,-1375,800,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Jhonata Diniz,Marcin Tybura,-115,-105,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Mickey Gall,Ramiz Brahimaj,-178,145,6,/events/ufc-3476
daff32bc96d1eabf,2024-11-16,Bassil Hafez,Oban Elliott,240,-300,6,/events/ufc-3476
e955046551f8c7dd,2024-11-23,Deiveson Figueiredo,Petr Yan,232,-287,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Tabatha Ricci,Xiaonan Yan,157,-190,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Kenan Song,Muslim Salikhov,180,-227,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Cong Wang,Gabriella Fernandes,-1200,750,4,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Gabriella Fernandes,Wang Cong,619,-974,2,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Carlos Ulberg,Volkan Oezdemir,-300,230,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Mingyang Zhang,Ozzy Diaz,-270,207,2,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Ozzy Diaz,Zhang Mingyang,205,-255,4,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Balgyn Jenisuly,Su Young You,180,-230,1,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Baergeng Jieleyisi,Suyoung Yu,190,-230,5,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Dong Hoon Choi,Kiru Sahota,-123,103,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Feng Xiaocan,Shi Ming,-518,390,2,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Ming Shi,Xiaocan Feng,425,-579,4,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Carlos Hernandez,Nyamjargal Tumendemberel,-131,107,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Jose Ochoa,Lone'er Kavanagh,265,-350,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Long Xiao,Quang Le,-161,135,4,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Quang Le,Xiao Long,121,-147,2,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Maheshate Hayisaer,Nikolas Motta,-235,187,6,/events/ufc-3549
e955046551f8c7dd,2024-11-23,Bin Xie,Kangjie Zhu,-120,-100,1,/events/ufc-3549
e6015889f50075d2,2025-02-08,Dricus Du Plessis,Sean Strickland,-222,179,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Tatiana Suarez,Zhang Weili,-147,123,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Justin Tafa,Tallison Teixeira,131,-157,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Francisco Prado,Jake Matthews,200,-245,5,/events/ufc-3626
e6015889f50075d2,2025-02-08,Jim Crute,Rodolfo Bellato,120,-145,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Gabriel Santos,Jack Jenkins,-225,184,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Tom Nolan,Viacheslav Borshchev,-105,-117,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Bruna Brasil,Cong Wang,255,-342,6,/events/ufc-3626
e6015889f50075d2,2025-02-08,Aleksandre Topuria,Colby Thicknesse,-350,275,5,/events/ufc-3626
e6015889f50075d2,2025-02-08,Kody Steele,Rongzhu,-340,265,5,/events/ufc-3626
e6015889f50075d2,2025-02-08,Jonathan Micallef,Kevin Jousset,172,-210,6,/events/ufc-3626
b8e2f10efb6eca85,2025-07-19,Dustin Poirier,Max Holloway,-108,-118,5,/events/ufc-3706
b8e2f10efb6eca85,2025-07-19,Adam Fugitt,Islam Dulatov,350,-549,3,/events/ufc-3706
b8e2f10efb6eca85,2025-07-19,Brendan Allen,Marvin Vettori,-265,200,3,/events/ufc-3706
b8e2f10efb6eca85,2025-07-19,Gunnar Nelson,Neil Magny,-335,240,3,/events/ufc-3706
bc0f994de0521926,2025-12-13,Brandon Royval,Manel Kape,210,-275,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Giga Chikadze,Kevin Vallejos,282,-360,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Cesar Almeida,Cezary Oleksiejczuk,177,-220,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Melquizael Costa,Morgan Charriere,-161,132,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Kennedy Nzechukwu,Marcus Buchecha,-129,106,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Bobby Green,Lance Gibson Jr,-184,150,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Amanda Lemos,Gillian Robertson,164,-200,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Neil Magny,Yaroslav Amosov,385,-524,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Isaac Thomson,Joanderson Brito,194,-245,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Sean Sharaf,Steven Asplund,180,-227,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Luana Santos,Melissa Croden,-137,112,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Allen Frye,Guilherme Pat,140,-177,6,/events/ufc-vegas-112-3987
bc0f994de0521926,2025-12-13,Jamey-Lyn Horth,Tereza Bleda,181,-224,6,/events/ufc-vegas-112-3987
